submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
SYN-0210,YouTube Shorts,Tech Gadget,5,960,1207,15,132196,1036,15,60,20,81971,1.61,0.107,0.3381,0.7381,0.5072,0.0,flat_then_spike,broken_or_missing,0.9484,44,False,False,True,none,0.6571,0.4125,0.6515,109.5244,0.007837,0.000113,0.000454,0.008404,0.620072,91,Critical,botted,Reject,fake_views,views rise without matching engagement; high profile/search-style traffic; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0057,TikTok,Car Slideshows,1,67,53,25,191,24,1,3,0,114,11.73,0.469,0.5398,0.0634,0.0381,0.8321,normal_viral_smooth,strong_retention,0.2887,0,False,False,False,relevant_discussion,0.0541,0.0414,0.0082,3.6038,0.125654,0.005236,0.015707,0.146597,0.596859,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0298,Instagram,Mobile Game Speedrun,6,10320,2753,30,128648,707,1,1,95,39026,1.55,0.0517,0.5007,0.3642,0.4259,0.1689,vertical_spike_no_engagement,broken_or_missing,3.456,61,True,False,True,none,0.5513,0.5528,0.8473,46.7301,0.005496,8e-06,8e-06,0.005511,0.303355,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0190,TikTok,Fitness Clip,1,8058,4438,60,22755,190,13,8,133,14196,14.63,0.2438,0.6831,0.2937,0.375,0.2823,step_like_batches,sudden_drop,1.1023,8,False,False,False,unrelated,0.2857,0.3565,0.2093,5.1273,0.00835,0.000571,0.000352,0.009273,0.623863,56,Medium,suspicious,Needs Manual Review,needs_analytics,large sudden view jump; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0204,Instagram,Tech Gadget,13,2898,1580,10,29183,224,3,2,65,9063,2.18,0.2178,0.239,0.5864,0.198,0.1547,step_like_batches,very_low_watch_time,4.0931,38,False,True,True,emoji_spam,0.7087,0.4442,0.6959,18.4703,0.007676,0.000103,6.9e-05,0.007847,0.310558,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0124,YouTube Shorts,Finance Explainer,7,76269,16298,20,600000,7047,170,805,429,414657,6.37,0.3185,0.6659,0.4158,0.0736,0.4444,flat_then_spike,flat_or_odd,1.1036,4,False,False,True,emoji_spam,0.3032,0.4939,0.4288,36.8143,0.011745,0.000283,0.001342,0.01337,0.691095,52,Medium,suspicious,Needs Manual Review,needs_analytics,large sudden view jump; views rise without matching engagement; comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0276,TikTok,Anime Edit,5,498,347,60,28103,2134,2,7,133,16931,11.37,0.1894,0.0229,0.5723,0.3798,0.0,likes_freeze,broken_or_missing,3.6726,58,True,False,True,none,0.6235,0.8495,0.9157,80.9885,0.075935,7.1e-05,0.000249,0.076255,0.602462,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0116,YouTube Shorts,Anime Edit,10,342,71,25,10000,127,1,10,10,4192,3.69,0.1476,0.3199,0.4496,0.2407,0.2714,low_engagement_smooth,low_watch_time,0.7558,26,False,False,True,unrelated,0.4041,0.4908,0.4058,140.8451,0.0127,0.0001,0.001,0.0138,0.4192,56,Medium,suspicious,Needs Manual Review,possible_fake_views,views rise without matching engagement; high views with almost no comments; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0200,TikTok,AI App Demo,13,16675,18471,15,600000,6664,183,98,2318,498394,1.57,0.1049,0.5573,0.3428,0.3176,0.3027,low_engagement_smooth,sudden_drop,0.3607,13,False,False,False,generic_repeated,0.1985,0.46,0.3281,32.4834,0.011107,0.000305,0.000163,0.011575,0.830657,45,Medium,suspicious,Needs Manual Review,needs_analytics,comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0212,Instagram,AI App Demo,2,1902,1017,15,21261,897,2,14,8,3986,0.2,0.0131,0.4819,0.6388,0.1933,0.1382,flat_then_spike,broken_or_missing,2.6056,37,False,True,True,emoji_spam,0.945,0.5268,0.4893,20.9056,0.04219,9.4e-05,0.000658,0.042942,0.187479,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0136,Instagram,Car Slideshows,8,113,50,45,10000,241,1,13,51,3617,11.75,0.261,0.4108,0.3067,0.1803,0.4822,low_engagement_smooth,flat_or_odd,1.4162,13,False,False,True,mixed,0.44,0.4466,0.2572,200.0,0.0241,0.0001,0.0013,0.0255,0.3617,49,Medium,suspicious,Needs Manual Review,possible_fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0206,YouTube Shorts,Mobile Game Speedrun,6,827,639,30,77456,46,4,16,16,37330,6.23,0.2077,0.1185,0.4544,0.1314,0.3934,likes_freeze,very_low_watch_time,2.6909,62,True,False,True,none,0.9043,0.3522,0.9377,121.2144,0.000594,5.2e-05,0.000207,0.000852,0.481951,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; likes freeze while views increase; comment quality: none,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0170,Instagram,Travel Hook,7,37740,39518,12,553575,3590,1,22,2824,171711,3.85,0.321,0.1607,0.4612,0.2974,0.1569,flat_then_spike,sudden_drop,1.5786,32,False,False,True,emoji_spam,0.4034,0.19,0.247,14.0082,0.006485,2e-06,4e-05,0.006527,0.310186,51,Medium,suspicious,Needs Manual Review,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0090,Instagram,Fitness Clip,4,894,51,60,66,5,0,0,0,41,34.55,0.5758,0.4442,0.125,0.1228,0.7454,normal_viral_smooth,gradual_drop,0.1792,1,False,False,False,mixed,0.048,0.0744,0.1026,1.2941,0.075758,0.0,0.0,0.075758,0.621212,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0146,YouTube Shorts,Car Slideshows,2,21449,7306,20,99100,1245,10,90,81,92872,4.23,0.2115,0.5818,0.3559,0.3628,0.2104,flat_then_spike,low_watch_time,1.4465,33,False,False,True,mixed,0.2045,0.2849,0.2813,13.5642,0.012563,0.000101,0.000908,0.013572,0.937154,73,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,large sudden view jump; views rise without matching engagement,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0024,Instagram,Car Slideshows,6,16481,10417,20,51737,2351,263,416,230,41406,8.08,0.4042,0.4217,0.109,0.1349,0.7255,smooth_gradual,strong_retention,0.1127,0,False,False,False,short_but_relevant,0.0179,0.0443,0.1425,4.9666,0.045441,0.005083,0.008041,0.058565,0.800317,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0188,TikTok,Fitness Clip,12,72287,66048,45,600000,14822,9,1075,3458,516058,6.09,0.1354,0.5403,0.2675,0.2705,0.4542,flat_then_spike,low_watch_time,1.4932,21,True,False,True,unrelated,0.3313,0.4777,0.2726,9.0843,0.024703,1.5e-05,0.001792,0.02651,0.860097,51,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; views rise without matching engagement; likes freeze while views increase; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0044,TikTok,Tech Gadget,10,918,656,30,2281,249,16,7,11,1666,15.9,0.5298,0.6049,0.1197,0.0621,0.7271,smooth_gradual,gradual_drop,0.2027,1,False,False,False,mixed,0.0865,0.014,0.1086,3.4771,0.109163,0.007014,0.003069,0.119246,0.730381,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0155,YouTube Shorts,AI App Demo,10,85836,58459,20,600000,5336,282,250,544,219060,7.25,0.3624,0.3421,0.4228,0.3556,0.1902,flat_then_spike,sudden_drop,0.5937,32,False,False,True,mixed,0.2033,0.431,0.4445,10.2636,0.008893,0.00047,0.000417,0.00978,0.3651,45,Medium,suspicious,Needs Manual Review,needs_analytics,views rise without matching engagement,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0137,YouTube Shorts,Car Slideshows,6,152,50,12,10000,41,7,10,0,9280,2.06,0.1718,0.6387,0.5949,0.0405,0.3057,low_engagement_smooth,low_watch_time,1.0752,15,True,False,False,generic_repeated,0.4584,0.4992,0.3828,200.0,0.0041,0.0007,0.001,0.0058,0.928,46,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0182,YouTube Shorts,Travel Hook,7,17884,20209,15,223573,615,88,332,177,79902,2.76,0.1837,0.685,0.3445,0.0862,0.4915,step_like_batches,low_watch_time,1.1978,29,True,False,False,emoji_spam,0.1956,0.1707,0.3324,11.063,0.002751,0.000394,0.001485,0.004629,0.357387,75,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,large sudden view jump; likes freeze while views increase; comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0007,YouTube Shorts,Tech Gadget,4,1302,1941,10,2833,96,5,8,0,1796,5.04,0.5036,0.5846,0.0655,0.0211,0.8395,smooth_gradual,strong_retention,0.0948,1,False,False,False,relevant_discussion,0.0783,0.0649,0.0951,1.4596,0.033886,0.001765,0.002824,0.038475,0.633957,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0292,YouTube Shorts,Car Slideshows,7,1358,587,25,26318,118,1,10,16,9986,3.32,0.1328,0.4848,0.4846,0.4861,0.0169,step_like_batches,very_low_watch_time,1.801,17,True,True,True,unrelated,0.9335,0.8585,0.7603,44.8348,0.004484,3.8e-05,0.00038,0.004902,0.379436,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0153,YouTube Shorts,Finance Explainer,4,5947,3996,20,228489,1990,117,307,116,92127,5.74,0.2869,0.2646,0.3116,0.0713,0.5348,low_engagement_smooth,sudden_drop,1.6862,20,False,False,False,unrelated,0.2288,0.2371,0.3269,57.1794,0.008709,0.000512,0.001344,0.010565,0.403201,55,Medium,suspicious,Needs Manual Review,possible_autoswipe,large sudden view jump; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0219,YouTube Shorts,Mobile Game Speedrun,7,104980,109704,30,850000,27493,133,466,730,772319,0.38,0.0127,0.2481,0.407,0.4609,0.0996,step_like_batches,very_low_watch_time,4.2996,11,False,False,False,unrelated,0.9904,0.8407,0.9495,7.7481,0.032345,0.000156,0.000548,0.033049,0.908611,95,Critical,botted,Reject,fake_likes,large sudden view jump; comment quality: unrelated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0293,Instagram,Fitness Clip,5,78533,107440,25,850000,34845,0,130,4185,182709,2.4,0.0958,0.45,0.8725,0.49,0.0,likes_freeze,very_low_watch_time,2.9245,35,True,False,True,none,0.8326,0.5161,0.7367,7.9114,0.040994,0.0,0.000153,0.041147,0.214952,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0023,TikTok,Fitness Clip,11,144,62,60,118,15,1,2,0,87,36.63,0.6104,0.4513,0.0188,0.0481,0.9245,smooth_gradual,strong_retention,0.312,0,False,False,False,relevant_discussion,0.0298,0.0474,0.1357,1.9032,0.127119,0.008475,0.016949,0.152542,0.737288,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0175,Instagram,Fitness Clip,2,622,445,8,12980,70,9,16,8,3319,2.9,0.3629,0.2475,0.1844,0.1485,0.6597,low_engagement_smooth,low_watch_time,1.27,6,False,False,False,emoji_spam,0.3944,0.3678,0.3133,29.1685,0.005393,0.000693,0.001233,0.007319,0.255701,65,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,large sudden view jump; low reach-to-view ratio; comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0172,YouTube Shorts,Car Slideshows,9,118126,163192,60,600000,6098,331,498,521,423913,14.74,0.2456,0.373,0.4762,0.1976,0.2562,low_engagement_smooth,sudden_drop,0.5012,18,False,False,False,emoji_spam,0.259,0.2374,0.4743,3.6767,0.010163,0.000552,0.00083,0.011545,0.706522,66,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0140,Instagram,Tech Gadget,12,97772,45374,30,600000,14669,14,834,3477,277237,2.46,0.0819,0.457,0.3647,0.2101,0.3255,low_engagement_smooth,low_watch_time,0.9355,36,False,False,False,emoji_spam,0.4246,0.2704,0.4085,13.2234,0.024448,2.3e-05,0.00139,0.025862,0.462062,57,Medium,suspicious,Needs Manual Review,possible_fake_boost,comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0053,YouTube Shorts,Travel Hook,12,31558,24320,60,392475,12984,400,56,362,365359,27.3,0.4551,0.4236,0.1357,0.0679,0.7436,smooth_gradual,strong_retention,0.1952,0,False,False,False,relevant_discussion,0.0837,0.0191,0.0092,16.138,0.033082,0.001019,0.000143,0.034244,0.93091,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0265,TikTok,Car Slideshows,4,319100,158254,60,850000,5601,119,399,2279,470893,1.88,0.0313,0.5235,0.6415,0.4403,0.0,step_like_batches,very_low_watch_time,3.7621,15,False,False,False,emoji_spam,0.5442,0.6774,0.6769,5.3711,0.006589,0.00014,0.000469,0.007199,0.553992,93,Critical,botted,Reject,fake_boost,large sudden view jump; high profile/search-style traffic; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0066,YouTube Shorts,Fitness Clip,12,74,100,10,430,5,0,1,0,362,6.11,0.611,0.7934,0.1343,0.1397,0.6646,smooth_gradual,gradual_drop,0.3622,4,False,False,False,short_but_relevant,0.0304,0.0685,0.0215,4.3,0.011628,0.0,0.002326,0.013953,0.84186,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0011,YouTube Shorts,Travel Hook,8,2945,3686,10,10894,185,28,8,8,7213,4.16,0.4163,0.7955,0.0295,0.1455,0.7856,normal_viral_smooth,gradual_drop,0.3121,1,False,False,False,mixed,0.0224,0.0515,0.0914,2.9555,0.016982,0.00257,0.000734,0.020286,0.662108,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0282,Instagram,Mobile Game Speedrun,4,364,378,25,44942,173,2,17,203,3510,0.46,0.0183,0.3426,0.3806,0.3398,0.1905,step_like_batches,flat_retention,1.0591,46,False,False,True,generic_repeated,0.959,0.8905,0.578,118.8942,0.003849,4.5e-05,0.000378,0.004272,0.078101,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; low reach-to-view ratio,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0099,Instagram,Car Slideshows,13,349,50,20,117,11,0,1,1,67,14.44,0.7222,0.8356,0.2034,0.112,0.5889,smooth_gradual,strong_retention,0.2799,4,False,False,False,short_but_relevant,0.0848,0.0488,0.1114,2.34,0.094017,0.0,0.008547,0.102564,0.57265,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0248,TikTok,Tech Gadget,4,1036,1319,25,57492,361,0,13,99,54284,0.77,0.031,0.0914,0.7737,0.4137,0.0,step_like_batches,flat_retention,3.4837,10,False,False,True,none,0.5761,0.7375,0.8073,43.5876,0.006279,0.0,0.000226,0.006505,0.944201,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0008,Instagram,AI App Demo,10,4643,3979,45,9860,806,10,63,54,7998,32.62,0.7248,0.6173,0.1284,0.1145,0.7504,smooth_gradual,strong_retention,0.156,3,False,False,False,mixed,0.049,0.0091,0.0441,2.478,0.081744,0.001014,0.006389,0.089148,0.811156,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0165,Instagram,Travel Hook,6,399,74,45,10000,216,2,17,19,3706,16.17,0.3593,0.5535,0.4155,0.1406,0.4222,step_like_batches,sudden_drop,1.1371,10,False,False,True,mixed,0.1782,0.2448,0.3964,135.1351,0.0216,0.0002,0.0017,0.0235,0.3706,59,Medium,suspicious,Needs Manual Review,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0173,Instagram,Tech Gadget,12,43117,22987,8,600000,11470,5,643,1482,283975,0.94,0.1169,0.642,0.3074,0.1677,0.4365,flat_then_spike,low_watch_time,0.8707,29,False,False,True,generic_repeated,0.409,0.3304,0.3041,26.1017,0.019117,8e-06,0.001072,0.020197,0.473292,51,Medium,suspicious,Needs Manual Review,possible_fake_views,views rise without matching engagement; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0043,TikTok,Tech Gadget,8,1625,797,45,2846,225,25,3,7,2226,15.59,0.3464,0.5186,0.2171,0.0314,0.6672,normal_viral_smooth,strong_retention,0.1841,0,False,False,False,mixed,0.0868,0.0177,0.1481,3.5709,0.079058,0.008784,0.001054,0.088897,0.78215,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0046,TikTok,Finance Explainer,7,53975,40511,12,79920,10621,799,903,169,50629,8.11,0.6755,0.8418,0.0853,0.1283,0.7559,smooth_gradual,gradual_drop,0.3329,4,False,False,False,mixed,0.0484,0.008,0.0585,1.9728,0.132895,0.009997,0.011299,0.154192,0.633496,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0095,YouTube Shorts,AI App Demo,4,193273,20177,10,150357,4262,369,26,98,77518,7.83,0.7826,0.6296,0.198,0.1361,0.5939,normal_viral_smooth,gradual_drop,0.1504,0,False,False,False,mixed,0.0569,0.0435,0.0036,7.4519,0.028346,0.002454,0.000173,0.030973,0.51556,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0251,TikTok,Car Slideshows,1,133,149,12,18407,1138,2,12,86,14728,0.66,0.0549,0.0223,0.8232,0.3113,0.0,vertical_spike_no_engagement,very_low_watch_time,3.8428,14,False,False,True,generic_repeated,0.863,0.8938,0.6405,123.5369,0.061824,0.000109,0.000652,0.062585,0.80013,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0289,YouTube Shorts,Mobile Game Speedrun,6,20951,12361,15,429417,279,13,150,7,253210,0.59,0.0395,0.4009,0.7545,0.5855,0.0,likes_freeze,flat_retention,3.0805,10,True,False,False,emoji_spam,0.7625,0.72,0.5936,34.7397,0.00065,3e-05,0.000349,0.001029,0.58966,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0106,TikTok,AI App Demo,13,33945,14982,60,600000,4942,13,653,1302,236757,18.49,0.3081,0.5045,0.3883,0.3228,0.2328,flat_then_spike,sudden_drop,1.0936,11,False,False,True,generic_repeated,0.4281,0.2885,0.2034,40.0481,0.008237,2.2e-05,0.001088,0.009347,0.394595,52,Medium,suspicious,Needs Manual Review,needs_analytics,large sudden view jump; views rise without matching engagement; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0102,YouTube Shorts,Anime Edit,2,2908,3627,10,16723,389,30,25,15,13042,7.99,0.7986,0.4359,0.0234,0.1321,0.7553,smooth_gradual,gradual_drop,0.1745,4,False,False,False,relevant_discussion,0.0526,0.063,0.1128,4.6107,0.023261,0.001794,0.001495,0.02655,0.779884,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0078,TikTok,Fitness Clip,12,258,50,8,599,71,6,1,4,511,5.82,0.7281,0.8295,0.0963,0.1023,0.7252,normal_viral_smooth,gradual_drop,0.2489,0,False,False,False,mixed,0.007,0.0142,0.1335,11.98,0.118531,0.010017,0.001669,0.130217,0.853088,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0130,TikTok,Car Slideshows,4,469,50,30,10000,177,6,12,3,8500,7.83,0.261,0.4854,0.2812,0.0414,0.638,step_like_batches,low_watch_time,1.1741,19,False,False,False,emoji_spam,0.2558,0.3403,0.3418,200.0,0.0177,0.0006,0.0012,0.0195,0.85,75,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0261,Instagram,Fitness Clip,8,115,80,60,10000,338,2,3,42,3002,13.17,0.2194,0.3047,0.7171,0.2914,0.0,likes_freeze,broken_or_missing,4.4834,67,True,False,True,unrelated,0.8228,0.6405,0.617,125.0,0.0338,0.0002,0.0003,0.0343,0.3002,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0113,Instagram,Tech Gadget,13,32911,31067,25,600000,9644,417,1006,160,243276,2.77,0.1107,0.2108,0.521,0.0717,0.3684,low_engagement_smooth,low_watch_time,1.3418,28,True,False,False,emoji_spam,0.5385,0.2585,0.3105,19.3131,0.016073,0.000695,0.001677,0.018445,0.40546,50,Medium,suspicious,Needs Manual Review,needs_analytics,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0193,Instagram,Mobile Game Speedrun,6,19779,8728,60,191189,1368,133,53,1140,101715,13.62,0.227,0.5895,0.1788,0.2015,0.6163,late_like_spike,flat_or_odd,1.4172,32,False,True,False,unrelated,0.5415,0.4873,0.5444,21.9052,0.007155,0.000696,0.000277,0.008128,0.532013,53,Medium,suspicious,Needs Manual Review,possible_autoswipe,large sudden view jump; late like spike; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0071,YouTube Shorts,Tech Gadget,7,352,482,45,2269,27,4,10,2,1191,25.4,0.5644,0.8191,0.1172,0.0356,0.7725,smooth_gradual,gradual_drop,0.2012,1,False,False,False,relevant_discussion,0.0281,0.0044,0.1108,4.7075,0.0119,0.001763,0.004407,0.01807,0.524901,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0143,TikTok,Travel Hook,8,18751,23656,15,600000,3024,10,98,1880,377559,4.65,0.3101,0.4014,0.2569,0.0645,0.5906,flat_then_spike,low_watch_time,0.4115,29,False,False,True,mixed,0.5432,0.1053,0.3052,25.3635,0.00504,1.7e-05,0.000163,0.00522,0.629265,54,Medium,suspicious,Needs Manual Review,possible_fake_boost,views rise without matching engagement,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0235,TikTok,Travel Hook,8,3154,2089,15,44648,180,1,16,191,41208,2.29,0.1525,0.2192,0.4522,0.1717,0.2895,step_like_batches,flat_retention,2.0506,65,False,False,True,generic_repeated,0.808,0.7182,0.9379,21.3729,0.004032,2.2e-05,0.000358,0.004412,0.922953,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0245,Instagram,Travel Hook,2,80,50,8,10000,38,1,2,60,3192,1.33,0.1657,0.1576,0.6247,0.5537,0.0,step_like_batches,broken_or_missing,3.9763,44,True,False,True,none,0.8928,0.3608,0.8462,200.0,0.0038,0.0001,0.0002,0.0041,0.3192,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
